Employee_ID,First_Name,Last_Name,Department,Job_Level,Gender,Race,Hire_Date,Status,Exit_Date,Reason
4177,Erica,Smith,Finance,Associate,Male,Black,2020-12-26,Active,2024-05-03,Retirement
13149,Alex,Taylor,Retail Banking,Analyst,Female,Other,2022-04-20,Active,2025-06-05,Involuntary
15135,Marcus,Watson,Legal,Analyst,Male,White,2021-09-02,Active,2023-04-16,Voluntary
13490,William,Brewer,IT,Associate,Female,Asian,2015-09-20,Active,2025-08-30,Involuntary
10672,Sarah,Cain,Compliance,Manager,Male,Other,2018-01-27,Active,2023-06-09,Voluntary
8009,Michael,Robertson,Operations,Manager,Male,Asian,2022-07-30,Active,2024-02-16,Voluntary
8613,Catherine,Knight,HR,Director,Male,Asian,2015-11-08,Active,2023-03-30,Voluntary
23520,Alex,Spencer,Operations,Manager,Male,Hispanic,2025-09-06,Active,2025-05-27,Voluntary
5575,Jeremy,Melton,Legal,Associate,Male,Asian,2024-05-05,Active,2023-09-25,Retirement
4374,Steven,Glass,Finance,Associate,Male,Hispanic,2021-09-04,Active,2025-09-02,Voluntary
11187,Justin,Bennett,Compliance,Manager,Male,Hispanic,2016-06-30,Active,2024-07-25,Voluntary
5141,Grant,Morse,Compliance,Associate,Male,White,2025-07-19,Active,2024-03-19,Retirement
2966,Lisa,Mcclain,Risk,Manager,Female,Asian,2017-09-01,Active,2024-04-22,Voluntary
4487,Jessica,Sanchez,Legal,Director,Male,Hispanic,2017-08-28,Active,2025-08-26,Involuntary
23538,Charles,Morrison,Operations,Analyst,Female,Black,2017-04-17,Terminated,2024-12-29,Involuntary
3206,Christopher,Lee,Compliance,Associate,Male,White,2019-07-10,Active,2023-08-31,Voluntary
14450,Peter,Sexton,Operations,Director,Male,Asian,2024-02-04,Active,2024-10-22,Retirement
11821,Erica,Torres,IT,Analyst,Female,Black,2019-12-20,Active,2025-06-15,Voluntary
13562,Eric,Larsen,Finance,Analyst,Female,Hispanic,2023-07-13,Active,2024-06-03,Involuntary
17860,Michael,Garcia,HR,Analyst,Female,White,2016-11-22,Active,2025-03-23,Voluntary
14888,Marcus,Carlson,Finance,Associate,Female,Asian,2022-03-27,Terminated,2022-12-16,Retirement
3577,Steven,Cole,Operations,Associate,Female,Other,2024-05-31,Active,2025-02-12,Voluntary
23882,Douglas,Smith,Operations,Analyst,Male,Other,2018-04-13,Active,2024-11-02,Voluntary
17126,Christopher,Moreno,Finance,Director,Male,White,2019-12-06,Active,2023-11-17,Involuntary
16374,Karen,Thomas,Finance,Analyst,Female,Black,2018-02-21,Active,2022-10-21,Involuntary
7608,Barry,Simmons,Compliance,Analyst,Male,Asian,2020-06-28,Active,2025-02-24,Voluntary
9266,Jason,White,HR,Associate,Female,Hispanic,2016-05-07,Active,2024-01-20,Voluntary
19369,Joseph,Willis,Retail Banking,Analyst,Female,White,2018-09-20,Terminated,2022-11-15,Involuntary
5171,Christine,Crawford,Legal,Associate,Male,Hispanic,2025-04-19,Active,2025-08-16,Involuntary
11257,Nicole,Carlson,Legal,Analyst,Female,White,2020-01-29,Active,2023-01-25,Involuntary
21987,Kenneth,Sanders,Operations,Associate,Female,White,2017-03-15,Active,2025-06-28,Involuntary
19238,Jennifer,Taylor,Legal,Analyst,Female,Hispanic,2023-02-27,Terminated,2022-11-25,Voluntary
14481,Patricia,Thompson,Legal,Director,Male,Black,2019-07-11,Active,2023-07-26,Voluntary
21360,Anne,Morales,Compliance,Analyst,Female,Asian,2019-07-24,Active,2023-09-19,Voluntary
6212,John,Myers,HR,Analyst,Male,Other,2018-12-20,Active,2024-10-06,Voluntary
1101,Erin,Mcclure,HR,Analyst,Male,Asian,2018-01-17,Active,2024-09-28,Involuntary
6457,Christopher,Rodriguez,Operations,Analyst,Female,Hispanic,2020-12-28,Active,2024-12-28,Voluntary
8241,Shawn,Frost,Operations,Analyst,Male,Hispanic,2016-03-15,Active,2024-05-21,Voluntary
19515,Aaron,Cook,Finance,Associate,Female,White,2016-01-14,Terminated,2025-08-05,Voluntary
2726,Jared,Ford,IT,Manager,Female,Asian,2023-03-15,Active,2023-02-19,Voluntary
10103,David,Cole,Operations,Analyst,Other,Asian,2025-03-27,Active,2022-12-01,Voluntary
9147,Michelle,Carter,Legal,Analyst,Female,White,2023-11-16,Active,2022-10-11,Voluntary
21035,Janet,Vasquez,Operations,Director,Female,White,2019-07-26,Active,2024-07-13,Involuntary
825,Patrick,Simpson,Legal,Director,Male,Black,2020-05-06,Active,2023-03-07,Voluntary
4788,Daniel,Wilson,Retail Banking,Associate,Male,Asian,2019-11-25,Active,2023-05-03,Involuntary
8956,Joyce,Wright,Retail Banking,Director,Male,Black,2015-10-24,Terminated,2025-01-25,Involuntary
17259,Jennifer,Stone,HR,Analyst,Male,Other,2025-03-24,Active,2025-05-21,Voluntary
17769,Christian,James,Legal,Manager,Female,White,2020-02-07,Active,2023-01-18,Voluntary
7530,Daniel,Marshall,IT,Associate,Male,White,2018-01-09,Active,2024-05-27,Retirement
10031,Carrie,Jones,Finance,Analyst,Female,Black,2020-10-23,Active,2025-08-02,Voluntary
23905,Elizabeth,Long,Legal,Manager,Male,White,2017-09-09,Active,2023-05-29,Involuntary
11014,Randy,Faulkner,Operations,Manager,Female,White,2021-03-29,Active,2025-03-04,Involuntary
21571,Karen,Terry,IT,Manager,Female,White,2022-09-10,Active,2025-09-08,Voluntary
10662,Cindy,Valenzuela,Operations,Associate,Male,White,2020-12-15,Active,2025-02-13,Involuntary
20528,Gabriella,Flores,HR,Associate,Male,White,2024-07-10,Active,2024-05-27,Involuntary
13190,Stacey,Spence,HR,Associate,Male,White,2025-01-25,Active,2024-07-01,Voluntary
7923,Joanna,Hunter,IT,Associate,Male,Other,2017-04-25,Active,2023-05-09,Retirement
13219,Regina,Brown,HR,Analyst,Female,Hispanic,2016-12-02,Active,2025-01-11,Voluntary
21952,Mariah,Anderson,IT,Analyst,Male,White,2021-07-02,Active,2022-11-20,Retirement
4637,Kayla,Robinson,Operations,Manager,Female,Hispanic,2025-05-12,Active,2025-08-19,Voluntary
13553,Jessica,Nelson,IT,Manager,Male,Asian,2024-01-22,Active,2025-05-09,Voluntary
17384,Tina,Bradley,Finance,Director,Female,White,2022-01-03,Active,2023-04-19,Voluntary
23278,Robert,Lee,IT,Director,Male,White,2024-09-10,Active,2024-05-21,Involuntary
21818,Madison,Cook,Retail Banking,Associate,Female,White,2020-09-12,Terminated,2025-02-12,Voluntary
10279,Patricia,Larson,IT,Associate,Female,Other,2021-12-27,Terminated,2023-06-26,Involuntary
3777,Mary,Hensley,Retail Banking,Director,Male,Other,2023-12-29,Active,2023-11-09,Voluntary
10213,Kaitlyn,Thomas,Operations,Analyst,Male,White,2016-02-02,Active,2024-10-28,Voluntary
6396,Emily,Vasquez,Finance,Associate,Female,Hispanic,2023-07-25,Active,2024-09-15,Voluntary
8957,Gary,King,HR,Associate,Male,Black,2015-12-19,Active,2023-11-24,Involuntary
22004,Timothy,Giles,Finance,Manager,Female,Hispanic,2023-04-18,Active,2024-03-21,Voluntary
9472,Phillip,Rivas,Operations,Analyst,Female,Other,2019-05-14,Active,2023-10-20,Voluntary
20595,Felicia,Medina,Operations,Analyst,Male,Hispanic,2016-01-19,Active,2023-07-06,Voluntary
1518,Vincent,Pittman,HR,Director,Female,Black,2018-05-04,Active,2023-05-01,Voluntary
15706,Michael,Wallace,Operations,Associate,Male,Other,2023-11-21,Active,2023-08-22,Involuntary
14529,Heather,Kim,Legal,Analyst,Female,Other,2020-03-24,Active,2023-03-04,Voluntary
93,Caroline,Harmon,IT,Analyst,Male,Asian,2018-02-13,Active,2024-05-07,Voluntary
494,Larry,Fisher,Compliance,Analyst,Male,Hispanic,2022-05-03,Active,2023-02-23,Voluntary
5455,Nathan,Martin,Finance,Analyst,Female,Asian,2022-02-03,Active,2024-04-04,Voluntary
19817,Catherine,Payne,Legal,Associate,Male,White,2018-11-24,Active,2023-08-05,Involuntary
8479,Angela,Jacobs,Finance,Analyst,Female,Black,2017-10-31,Active,2025-08-26,Voluntary
9041,Rachel,Johnson,Operations,Manager,Female,Other,2020-09-02,Terminated,2022-11-13,Voluntary
18374,Alexis,Alvarez,Retail Banking,Associate,Female,White,2024-02-20,Active,2023-10-05,Voluntary
13926,Jill,Nelson,Operations,Analyst,Male,Black,2015-11-06,Terminated,2025-01-04,Involuntary
4923,Shannon,Villarreal,Operations,Manager,Female,Asian,2020-03-15,Active,2025-04-22,Voluntary
13014,Scott,Olson,Operations,Analyst,Male,Black,2025-03-08,Active,2023-02-23,Involuntary
3656,Carlos,Greer,IT,Analyst,Male,Other,2022-09-09,Terminated,2023-08-18,Voluntary
10132,George,Turner,Retail Banking,Analyst,Female,Hispanic,2019-02-25,Active,2023-10-12,Voluntary
6189,Catherine,Griffin,IT,Analyst,Female,Asian,2017-05-05,Active,2025-05-29,Voluntary
21678,Jeremiah,Davenport,Risk,Associate,Female,Other,2024-12-23,Active,2023-06-29,Involuntary
12023,Susan,Perez,HR,Manager,Male,Hispanic,2024-06-07,Active,2022-09-29,Involuntary
21499,Anthony,Wolfe,Finance,Associate,Female,Other,2017-03-19,Active,2022-12-16,Voluntary
20957,Christina,Johnson,HR,Manager,Other,Hispanic,2019-05-12,Active,2025-07-08,Involuntary
20401,Kelly,Anthony,HR,Associate,Female,Asian,2024-10-26,Active,2025-03-17,Voluntary
6427,Nathan,Anthony,Compliance,Associate,Female,White,2018-12-24,Active,2025-09-08,Voluntary
4024,Johnathan,Booth,IT,Associate,Female,Black,2019-02-14,Active,2023-05-21,Voluntary
18378,Jeffrey,Riggs,Finance,Manager,Female,Black,2023-03-09,Active,2023-01-12,Retirement
8212,Donna,Dixon,Finance,Analyst,Male,Other,2024-09-13,Terminated,2022-09-20,Voluntary
21365,Eric,Jordan,Risk,Associate,Male,Asian,2023-10-25,Active,2025-06-11,Involuntary
12051,Kristin,Butler,Legal,Analyst,Female,Hispanic,2018-05-05,Active,2023-04-08,Involuntary
18014,David,Miller,Finance,Manager,Male,Asian,2016-05-22,Terminated,2024-08-15,Involuntary
418,Matthew,French,IT,Associate,Female,Other,2022-08-13,Terminated,2023-06-18,Voluntary
909,Danielle,Andersen,Risk,Manager,Male,Black,2020-05-30,Active,2024-06-29,Voluntary
20696,Jacqueline,Mccarthy,Legal,Analyst,Male,Black,2016-09-29,Active,2022-12-21,Voluntary
7704,Daniel,Richards,Risk,Associate,Female,Black,2020-02-12,Active,2025-06-03,Voluntary
22783,Taylor,Herring,Operations,Analyst,Male,Asian,2021-01-27,Active,2023-06-05,Retirement
2005,Kelly,Brennan,Legal,Manager,Male,Hispanic,2020-12-06,Terminated,2024-10-13,Voluntary
7748,Eugene,Brewer,Legal,Manager,Female,Asian,2020-05-20,Terminated,2025-08-17,Voluntary
7348,Tiffany,Hardin,Finance,Associate,Male,Other,2020-04-09,Active,2023-03-11,Involuntary
19853,Ashley,Baker,Operations,Analyst,Male,Black,2017-02-16,Active,2023-01-15,Voluntary
16672,Sandra,Hayes,Operations,Analyst,Female,Black,2023-08-13,Active,2024-12-28,Voluntary
18883,Jay,Baker,IT,Associate,Female,Asian,2024-06-20,Active,2023-10-07,Voluntary
19330,Russell,Byrd,Finance,Analyst,Male,Black,2025-06-07,Active,2023-07-24,Involuntary
7201,Glenn,James,Compliance,Analyst,Female,Black,2017-01-12,Active,2023-01-13,Retirement
17060,David,Meyer,Finance,Manager,Male,Asian,2017-01-26,Active,2023-06-13,Voluntary
15897,Matthew,Davis,Risk,Analyst,Female,Black,2017-04-27,Active,2023-02-14,Retirement
23248,Connor,Burke,IT,Manager,Male,Black,2016-08-30,Active,2025-09-09,Involuntary
20718,Haley,White,Compliance,Associate,Female,Other,2020-10-18,Active,2022-10-15,Voluntary
10355,Darryl,Hall,Operations,Manager,Female,White,2022-05-31,Active,2023-10-14,Voluntary
16354,Justin,Butler,Finance,Analyst,Female,Other,2016-06-28,Active,2025-04-18,Involuntary
22596,Jared,Pugh,Risk,Director,Male,Other,2019-08-19,Terminated,2023-08-09,Voluntary
10482,Russell,Fuller,Legal,Analyst,Male,Other,2025-07-26,Active,2025-03-30,Voluntary
2630,Kimberly,Cortez,Risk,Analyst,Male,White,2019-07-13,Active,2022-10-27,Voluntary
19398,William,Bullock,Finance,Analyst,Female,Other,2017-01-07,Terminated,2024-08-01,Voluntary
18254,Andrew,Sanford,Legal,Associate,Male,Black,2018-03-03,Active,2024-07-22,Voluntary
3736,Joyce,Bailey,IT,Analyst,Male,Other,2023-03-23,Terminated,2024-02-02,Voluntary
11375,Bethany,Weber,Legal,Analyst,Female,Black,2016-06-12,Active,2025-05-15,Voluntary
1868,Robin,Beck,Retail Banking,Analyst,Female,Asian,2023-12-31,Active,2024-12-04,Voluntary
15906,Karen,Howell,Risk,Analyst,Male,Other,2018-07-11,Active,2023-07-20,Involuntary
20374,Marissa,Newman,Risk,Associate,Male,Other,2018-11-20,Active,2025-03-09,Involuntary
3395,Brian,Barrera,Finance,Director,Female,White,2024-04-21,Active,2025-02-13,Voluntary
3905,David,Mcguire,HR,Analyst,Female,Hispanic,2021-03-15,Active,2023-03-03,Involuntary
4512,Lauren,Gill,Legal,Associate,Male,Asian,2021-04-17,Active,2022-10-17,Voluntary
1519,Zachary,Garcia,Operations,Analyst,Female,Asian,2023-05-23,Terminated,2022-12-26,Voluntary
23928,Margaret,Bell,HR,Associate,Female,Hispanic,2020-12-09,Terminated,2023-09-16,Retirement
23167,Sean,Mccoy,Risk,Analyst,Male,Black,2023-09-28,Active,2024-12-08,Involuntary
18446,Valerie,Jones,Retail Banking,VP,Female,Black,2022-08-13,Active,2022-12-21,Involuntary
5073,Anna,Smith,Finance,Associate,Female,Asian,2019-08-17,Terminated,2023-10-16,Voluntary
18265,Tiffany,Foster,Risk,Analyst,Male,White,2024-05-14,Active,2022-11-07,Involuntary
22070,Adam,Lee,Retail Banking,Manager,Female,Hispanic,2025-06-03,Active,2023-02-08,Voluntary
146,Yvonne,Anderson,Risk,Associate,Female,White,2024-11-15,Active,2025-06-11,Involuntary
13853,James,Maxwell,Finance,Associate,Male,Black,2024-05-10,Active,2024-08-01,Involuntary
21137,Nathan,Hampton,Legal,Associate,Male,Asian,2024-05-16,Active,2024-06-24,Retirement
11226,Brian,Espinoza,IT,Director,Male,Asian,2025-07-14,Active,2025-08-27,Voluntary
863,Laura,Clark,IT,Associate,Female,White,2021-08-28,Active,2024-05-07,Voluntary
23996,Keith,Villarreal,IT,Analyst,Female,Asian,2018-03-20,Active,2022-11-22,Involuntary
15922,Dustin,Smith,Operations,Associate,Male,Other,2018-08-17,Active,2024-12-18,Involuntary
13708,Christian,Lozano,HR,Analyst,Male,Hispanic,2024-07-10,Active,2024-01-05,Involuntary
15021,Amber,Suarez,Operations,Associate,Male,Hispanic,2022-08-22,Active,2024-01-12,Voluntary
12363,Anthony,Wilson,Finance,Manager,Male,Black,2025-04-21,Active,2023-03-16,Voluntary
16223,Michael,Harris,Legal,Analyst,Male,Asian,2023-11-08,Terminated,2022-12-26,Voluntary
235,Kathryn,Lewis,Operations,Associate,Female,Other,2021-11-23,Active,2023-01-15,Involuntary
1188,Charlene,Hodges,Finance,Director,Male,White,2023-01-29,Active,2023-02-07,Voluntary
2886,Karen,Taylor,Retail Banking,Manager,Female,Other,2020-08-20,Terminated,2023-12-14,Voluntary
1776,Rachel,Perry,Legal,Director,Female,Hispanic,2023-05-12,Active,2025-03-31,Involuntary
23101,Ian,Lin,Legal,Manager,Male,Hispanic,2020-06-13,Active,2025-06-16,Retirement
9641,Jennifer,Lutz,Risk,Director,Female,Hispanic,2018-03-11,Active,2023-04-08,Voluntary
13776,John,Jackson,Finance,Analyst,Female,White,2016-06-09,Active,2025-08-22,Involuntary
1427,William,Harvey,Risk,Analyst,Female,Hispanic,2023-01-30,Active,2024-02-28,Involuntary
20307,Kimberly,Maldonado,Operations,Associate,Female,Asian,2023-10-09,Active,2023-03-28,Retirement
23116,Thomas,Ramirez,Operations,Analyst,Female,Asian,2015-10-10,Active,2022-12-19,Voluntary
20872,Heidi,Weber,Legal,Director,Male,White,2025-06-22,Active,2025-03-29,Voluntary
8294,Gabriel,Dixon,HR,Director,Female,Other,2015-12-18,Active,2024-06-20,Voluntary
22181,Rebecca,Gross,Retail Banking,Analyst,Female,Hispanic,2023-05-25,Active,2022-10-20,Voluntary
16313,Chad,Kelly,IT,Associate,Male,Black,2022-04-01,Active,2022-11-21,Voluntary
11832,Mitchell,Brown,IT,Analyst,Female,Black,2021-10-02,Active,2023-03-22,Voluntary
12236,Cathy,Moyer,Legal,Director,Female,White,2019-07-05,Active,2022-11-18,Voluntary
22575,Clayton,Beard,IT,Associate,Female,Hispanic,2022-08-02,Active,2025-01-27,Retirement
11869,Devin,Castaneda,HR,Analyst,Female,Hispanic,2019-04-08,Active,2023-11-02,Involuntary
19405,Edwin,Russell,Operations,Manager,Female,Hispanic,2023-07-10,Active,2023-08-10,Retirement
3755,Eric,Cruz,Legal,Director,Male,Asian,2024-11-19,Active,2025-06-30,Voluntary
18377,Jennifer,Alvarez,Retail Banking,Analyst,Male,Other,2017-07-26,Active,2022-10-13,Involuntary
11392,Jennifer,Bolton,Operations,Analyst,Male,Other,2025-03-02,Active,2022-12-07,Involuntary
10345,Patricia,Bowen,Retail Banking,Analyst,Male,White,2020-11-09,Active,2025-04-12,Voluntary
13972,Raymond,Mccall,Retail Banking,Manager,Other,Hispanic,2025-07-06,Active,2025-03-13,Voluntary
14280,Devin,Brown,IT,Analyst,Female,Hispanic,2015-09-21,Active,2024-08-01,Voluntary
6545,Christopher,Rose,Operations,Analyst,Female,Asian,2019-06-25,Active,2024-12-30,Voluntary
20375,Sierra,Williams,Operations,Director,Female,Hispanic,2015-11-21,Active,2024-11-23,Voluntary
7099,Darrell,Harris,Operations,Analyst,Female,Asian,2015-11-15,Terminated,2024-09-23,Voluntary
2036,Jason,Wolf,Compliance,Manager,Female,Black,2025-07-28,Active,2025-07-24,Involuntary
21101,Ashley,Moore,Risk,Analyst,Female,Other,2019-12-30,Active,2025-02-13,Voluntary
779,Benjamin,Gutierrez,Legal,Manager,Male,Black,2022-03-19,Active,2022-10-05,Involuntary
21037,Zachary,Walter,Operations,Analyst,Male,Black,2023-12-17,Active,2025-03-03,Involuntary
14851,Todd,Rogers,Operations,Associate,Male,Asian,2017-01-04,Active,2025-07-05,Voluntary
13550,Michael,Frank,HR,Associate,Female,Hispanic,2023-04-07,Active,2025-01-18,Voluntary
7371,Justin,Lynch,Retail Banking,Analyst,Female,Black,2021-09-30,Active,2024-12-17,Voluntary
14181,Jonathan,Flores,Operations,Associate,Female,Black,2021-10-28,Active,2023-09-17,Voluntary
22379,Alexis,Luna,Finance,Analyst,Female,Black,2023-09-11,Active,2023-11-17,Involuntary
14673,Kevin,Bennett,Risk,Director,Male,Black,2024-07-01,Active,2025-08-31,Voluntary
4278,Donald,Reynolds,Operations,Associate,Male,Asian,2017-11-26,Active,2023-02-21,Involuntary
16210,Sara,Harrison,Operations,VP,Female,Black,2016-11-29,Active,2023-02-23,Retirement
1511,Jackson,Harper,Risk,Associate,Female,Black,2023-10-24,Active,2025-06-24,Voluntary
417,Sean,Cabrera,Retail Banking,Analyst,Male,Black,2015-10-10,Active,2024-06-26,Voluntary
2435,Sarah,Ochoa,Compliance,Director,Female,Hispanic,2024-11-02,Active,2025-06-13,Voluntary
14605,Ryan,Griffin,Operations,Manager,Male,Black,2016-12-24,Active,2024-02-11,Voluntary
16511,Jodi,Willis,IT,Associate,Male,White,2022-09-25,Active,2022-09-17,Voluntary
2469,Matthew,Campbell,Finance,Associate,Female,Black,2024-06-12,Active,2024-08-16,Retirement
13861,Tyler,Smith,Compliance,Associate,Male,Black,2025-05-06,Active,2023-08-03,Involuntary
3886,Jason,Osborne,IT,Analyst,Male,Hispanic,2021-01-28,Active,2025-08-22,Voluntary
2772,Catherine,White,Finance,Manager,Female,Hispanic,2023-09-11,Active,2023-02-04,Voluntary
1672,Amanda,Hernandez,Retail Banking,Analyst,Male,Hispanic,2020-04-04,Terminated,2023-04-10,Voluntary
6729,Jessica,Glover,Compliance,Analyst,Female,Other,2021-10-22,Active,2023-03-18,Voluntary
2497,Sarah,Trevino,Operations,Manager,Male,White,2022-02-20,Active,2023-02-10,Voluntary
23250,Jason,Lawson,Compliance,Associate,Female,Hispanic,2025-05-31,Active,2025-06-17,Retirement
17186,Michelle,Carr,Legal,Analyst,Female,White,2018-11-25,Active,2024-07-09,Voluntary
15252,Jacob,Lloyd,Legal,Associate,Other,Hispanic,2017-06-20,Active,2024-10-15,Voluntary
9381,Bruce,Frost,Compliance,Analyst,Male,Asian,2016-12-23,Active,2023-11-15,Involuntary
18518,William,Winters,Legal,Director,Male,White,2017-01-22,Terminated,2024-07-04,Voluntary
14647,Stephanie,Park,Retail Banking,Manager,Female,Asian,2019-05-06,Active,2023-09-01,Voluntary
2270,Richard,Green,Operations,Analyst,Male,Asian,2025-06-27,Active,2024-05-13,Involuntary
9764,Amy,Lopez,HR,Analyst,Male,White,2016-05-26,Active,2023-07-20,Retirement
7727,Vanessa,West,HR,Analyst,Female,Other,2018-02-10,Active,2024-11-27,Voluntary
6423,Mark,Francis,Retail Banking,Associate,Male,Hispanic,2022-09-26,Active,2023-11-29,Voluntary
10398,Thomas,Castillo,Compliance,Analyst,Female,Black,2016-06-02,Active,2024-11-28,Voluntary
14743,Daniel,Clark,Operations,Associate,Female,Asian,2017-03-16,Active,2024-05-30,Involuntary
14370,Jason,Brock,Finance,Manager,Male,Asian,2025-03-21,Active,2024-03-05,Involuntary
21651,Becky,Smith,Compliance,Associate,Female,Asian,2016-06-28,Active,2023-08-24,Retirement
1243,Sarah,Coleman,Risk,Analyst,Female,White,2019-09-07,Active,2024-07-31,Voluntary
22683,Samantha,Gray,Legal,Associate,Female,Other,2018-04-08,Active,2023-01-17,Voluntary
5561,Michele,Evans,HR,Associate,Male,Hispanic,2017-09-28,Active,2025-04-20,Involuntary
14901,Brenda,Massey,Retail Banking,Manager,Female,Asian,2021-12-15,Terminated,2023-04-04,Voluntary
11861,Tiffany,Foster,Retail Banking,Analyst,Male,Other,2023-06-25,Active,2022-10-13,Voluntary
18373,Charles,Whitehead,HR,Manager,Female,White,2024-07-06,Active,2024-06-05,Voluntary
4750,Kristin,Mcclain,Retail Banking,Analyst,Female,White,2015-12-16,Active,2023-02-04,Voluntary
1600,Lori,Johnson,Retail Banking,Director,Female,Hispanic,2021-11-02,Active,2023-11-25,Voluntary
1257,Cynthia,Schneider,Compliance,Analyst,Male,Asian,2018-05-19,Active,2025-03-28,Involuntary
9025,Christopher,Ryan,Legal,Manager,Female,White,2018-03-23,Active,2025-01-19,Involuntary
14544,Sandra,Harding,Legal,Analyst,Female,Black,2017-07-31,Active,2024-12-30,Voluntary
15926,Shelley,Butler,Risk,Analyst,Male,Hispanic,2016-02-17,Active,2024-05-05,Voluntary
6790,Jason,Robinson,Risk,Associate,Female,Black,2022-06-05,Active,2023-03-07,Voluntary
10210,Brandon,Cross,Legal,Associate,Male,Hispanic,2022-07-23,Active,2024-10-06,Voluntary
21704,Lauren,Hunter,Compliance,Manager,Male,Other,2020-04-05,Active,2025-07-24,Voluntary
15536,Meghan,Miller,HR,Analyst,Female,Black,2020-01-27,Active,2024-08-18,Voluntary
602,Robin,Gross,Legal,Associate,Male,Other,2018-07-02,Active,2022-11-22,Voluntary
19483,Janet,Clark,Operations,Manager,Male,Asian,2021-05-05,Terminated,2025-02-24,Voluntary
15342,Shaun,Morgan,Legal,Analyst,Female,Black,2016-02-13,Active,2025-08-08,Voluntary
11920,Carla,Elliott,Finance,Manager,Male,Black,2017-08-23,Active,2023-08-10,Voluntary
20309,Maria,Terry,Legal,Analyst,Male,Black,2018-05-18,Active,2023-06-13,Involuntary
